timestamp,sender_ip,sender_mac,target_ip,target_mac,operation,label
2026-08-20 14:52:19,172.25.224.1,e6:db:ae:f4:fe:62,172.25.224.216,00:00:00:00:00:00,request,0
2026-08-20 14:52:23,172.25.240.223,f1:56:f8:e9:2c:63,172.25.240.223,ff:ff:ff:ff:ff:ff,reply,1
2026-08-20 14:52:25,172.25.184.6,c8:a4:cd:03:41:b9,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:14,0.0.0.0,60:45:2e:e4:f4:ee,172.25.249.43,00:00:00:00:00:00,request,0
2026-08-20 14:52:12,172.25.228.236,a5:86:04:26:bf:60,172.25.224.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:21,172.25.213.131,1a:3f:46:32:3e:ff,172.25.213.131,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:24,172.25.232.1,e6:db:ae:f4:fe:62,172.25.233.147,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.252.9,08:a5:29:4f:f5:f8,172.25.248.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:29,172.25.208.1,e6:db:ae:f4:fe:62,172.25.214.159,00:00:00:00:00:00,request,0
2026-08-20 14:52:26,172.25.216.143,b8:1e:a4:db:8f:95,172.25.218.114,00:00:00:00:00:00,request,0
2026-08-20 14:52:12,172.25.248.1,e6:db:ae:f4:fe:62,172.25.248.159,00:00:00:00:00:00,request,0
2026-08-20 14:52:17,172.25.240.1,e6:db:ae:f4:fe:62,172.25.241.135,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.232.1,e6:db:ae:f4:fe:62,172.25.239.189,00:00:00:00:00:00,request,0
2026-08-20 14:52:24,172.25.186.6,8c:4e:46:15:0c:5e,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:19,172.25.229.57,78:ed:bc:03:27:d9,172.25.229.57,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:06,172.25.235.59,2e:b3:0d:40:a6:6a,172.25.232.1,e6:db:ae:f4:fe:62,reply,1
2026-08-20 14:52:19,172.25.234.17,1a:f5:a4:15:b1:67,172.25.234.17,ff:ff:ff:ff:ff:ff,request,0
2026-08-20 14:52:20,172.25.188.79,44:fe:ef:99:a9:59,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:10,172.25.208.1,e6:db:ae:f4:fe:62,172.25.209.61,00:00:00:00:00:00,request,0
2026-08-20 14:52:07,172.25.224.1,e6:db:ae:f4:fe:62,172.25.226.133,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.224.1,e6:db:ae:f4:fe:62,172.25.230.27,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.226.230,7c:f0:e5:f4:cb:39,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.248.1,e6:db:ae:f4:fe:62,172.25.251.123,00:00:00:00:00:00,request,0
2026-08-20 14:52:18,172.25.232.1,02:2b:ed:3f:1b:f9,172.25.237.239,00:00:00:00:00:00,reply,1
2026-08-20 14:52:24,172.25.237.101,46:cc:42:f2:56:05,172.25.232.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,172.25.228.89,84:e9:c1:d7:61:cf,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.208.1,e6:db:ae:f4:fe:62,172.25.214.80,00:00:00:00:00:00,request,0
2026-08-20 14:52:10,172.25.232.1,e6:db:ae:f4:fe:62,172.25.235.177,00:00:00:00:00:00,request,0
2026-08-20 14:52:10,172.25.187.81,d4:5b:51:d0:24:14,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:09,172.25.236.149,5a:4f:3e:ed:e5:ee,172.25.236.149,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:22,172.25.212.2,38:00:25:1e:3a:e3,172.25.214.255,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.247.4,5c:51:36:c8:ef:13,172.25.247.4,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.231.99,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.246.238,10:f6:0a:56:5b:ee,172.25.240.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.208.1,e6:db:ae:f4:fe:62,172.25.215.134,00:00:00:00:00:00,request,0
2026-08-20 14:52:11,172.25.234.237,18:87:40:69:17:83,172.25.235.243,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.232.1,e6:db:ae:f4:fe:62,172.25.239.5,00:00:00:00:00:00,request,0
2026-08-20 14:52:26,172.25.243.156,10:f6:0a:92:c7:91,172.25.241.81,00:00:00:00:00:00,request,0
2026-08-20 14:52:15,172.25.224.1,e6:db:ae:f4:fe:62,172.25.225.250,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.229.95,f8:4c:8e:e5:8e:43,172.25.224.1,ff:ff:ff:ff:ff:ff,reply,1
2026-08-20 14:52:28,172.25.216.1,e6:db:ae:f4:fe:62,172.25.218.87,00:00:00:00:00:00,request,0
2026-08-20 14:52:14,172.25.188.144,54:1f:cd:7d:f4:d1,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.238.83,a6:52:1f:8e:28:dc,172.25.232.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.248.205,f8:54:f6:1b:a7:67,172.25.248.205,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.248.1,e6:db:ae:f4:fe:62,172.25.248.159,00:00:00:00:00:00,request,0
2026-08-20 14:52:12,172.25.248.1,e6:db:ae:f4:fe:62,172.25.252.71,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.232.1,e6:db:ae:f4:fe:62,172.25.232.143,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.208.1,e6:db:ae:f4:fe:62,172.25.213.161,00:00:00:00:00:00,request,0
2026-08-20 14:52:28,172.25.44.199,30:89:4a:c2:9a:7f,172.25.40.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:20,172.25.216.1,e6:db:ae:f4:fe:62,172.25.216.29,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,0.0.0.0,28:d0:43:3b:c3:64,172.25.252.252,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.232.1,e6:db:ae:f4:fe:62,172.25.238.252,00:00:00:00:00:00,request,0
2026-08-20 14:52:12,172.25.232.1,e6:db:ae:f4:fe:62,172.25.236.234,00:00:00:00:00:00,request,0
2026-08-20 14:52:07,172.25.217.241,3c:21:9c:1f:c1:24,172.25.218.170,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.216.1,e6:db:ae:f4:fe:62,172.25.222.112,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.237.95,e4:4a:e0:31:05:15,172.25.237.95,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,0.0.0.0,32:dd:16:a1:5c:3e,172.25.218.206,00:00:00:00:00:00,request,0
2026-08-20 14:52:27,172.25.218.180,3a:2a:fd:f6:da:5e,172.25.216.1,ff:ff:ff:ff:ff:ff,request,0
2026-08-20 14:52:27,172.25.248.1,e6:db:ae:f4:fe:62,172.25.252.34,00:00:00:00:00:00,request,0
2026-08-20 14:52:26,172.25.208.1,e6:db:ae:f4:fe:62,172.25.210.112,00:00:00:00:00:00,request,0
2026-08-20 14:52:07,172.25.232.1,e6:db:ae:f4:fe:62,172.25.234.4,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.229.64,38:8d:3d:51:2d:16,172.25.229.231,00:00:00:00:00:00,request,0
2026-08-20 14:52:28,172.25.208.1,36:6e:4f:2a:a2:48,172.25.210.32,00:00:00:00:00:00,reply,1
2026-08-20 14:52:08,172.25.232.1,e6:db:ae:f4:fe:62,172.25.236.100,00:00:00:00:00:00,request,0
2026-08-20 14:52:24,172.25.220.6,f8:3d:c6:6e:10:1b,169.254.169.254,00:00:00:00:00:00,request,0
2026-08-20 14:52:23,172.25.211.104,5c:b4:7e:6d:21:da,172.25.208.176,00:00:00:00:00:00,request,0
2026-08-20 14:52:19,172.25.248.1,e6:db:ae:f4:fe:62,172.25.253.210,00:00:00:00:00:00,request,0
2026-08-20 14:52:20,172.25.216.1,e6:db:ae:f4:fe:62,172.25.223.9,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.220.96,b8:94:e7:2a:27:e5,172.25.220.96,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:11,172.25.212.254,c4:3e:cb:09:73:41,172.25.215.41,00:00:00:00:00:00,reply,1
2026-08-20 14:52:07,172.25.232.1,e6:db:ae:f4:fe:62,172.25.238.69,00:00:00:00:00:00,request,0
2026-08-20 14:52:09,172.25.248.202,a8:e2:91:22:c5:44,172.25.248.202,00:00:00:00:00:00,request,0
2026-08-20 14:52:26,172.25.224.139,2c:7b:a0:0b:1d:8c,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,0.0.0.0,28:d0:43:86:a5:9e,172.25.247.35,00:00:00:00:00:00,request,0
2026-08-20 14:52:12,172.25.248.1,e6:db:ae:f4:fe:62,172.25.252.35,00:00:00:00:00:00,request,0
2026-08-20 14:52:09,172.25.229.43,ce:0a:9a:8c:b6:c0,172.25.229.43,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:06,172.25.254.122,e8:65:38:25:57:91,172.25.255.91,00:00:00:00:00:00,request,0
2026-08-20 14:52:18,172.25.248.1,e6:db:ae:f4:fe:62,172.25.248.159,00:00:00:00:00:00,request,0
2026-08-20 14:52:14,172.25.224.1,e6:db:ae:f4:fe:62,172.25.230.170,00:00:00:00:00:00,request,0
2026-08-20 14:52:20,172.25.233.72,ce:54:34:a4:df:45,172.25.232.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:23,172.25.216.18,94:e7:0b:bc:6e:2f,172.25.218.104,00:00:00:00:00:00,request,0
2026-08-20 14:52:11,172.25.208.1,e6:db:ae:f4:fe:62,172.25.209.115,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.17,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.209.66,82:a5:3b:bc:7f:5d,172.25.208.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.244.188,c0:35:32:e6:12:01,169.254.169.254,00:00:00:00:00:00,request,0
2026-08-20 14:52:11,172.25.209.66,82:a5:3b:bc:7f:5d,172.25.208.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.248.1,e6:db:ae:f4:fe:62,172.25.254.47,00:00:00:00:00:00,request,0
2026-08-20 14:52:20,172.25.227.223,48:c4:61:72:7d:03,172.25.227.223,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:08,172.25.238.214,43:9f:04:2e:bd:c2,172.25.237.116,00:00:00:00:00:00,reply,1
2026-08-20 14:52:18,172.25.214.248,5c:51:36:25:db:e9,172.25.214.248,ff:ff:ff:ff:ff:ff,request,0
2026-08-20 14:52:21,172.25.232.1,e6:db:ae:f4:fe:62,172.25.238.211,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.240.1,e6:db:ae:f4:fe:62,172.25.243.237,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.216.1,e6:db:ae:f4:fe:62,172.25.220.8,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.216.1,e6:db:ae:f4:fe:62,172.25.216.98,00:00:00:00:00:00,request,0
2026-08-20 14:52:09,172.25.232.1,e6:db:ae:f4:fe:62,172.25.238.149,00:00:00:00:00:00,request,0
2026-08-20 14:52:14,172.25.253.221,50:5a:65:db:d9:9b,172.25.248.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:14,172.25.216.1,e6:db:ae:f4:fe:62,172.25.220.149,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.212.2,38:00:25:1e:3a:e3,172.25.214.255,00:00:00:00:00:00,request,0
2026-08-20 14:52:14,172.25.225.226,50:5b:c2:59:05:2b,172.25.229.43,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.232.1,e6:db:ae:f4:fe:62,172.25.237.239,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.208.245,ae:b7:96:84:be:41,172.25.208.245,ff:ff:ff:ff:ff:ff,request,0
2026-08-20 14:52:24,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.134,00:00:00:00:00:00,request,0
2026-08-20 14:52:26,172.25.224.1,43:45:f1:6f:6c:97,172.25.228.165,00:00:00:00:00:00,reply,1
2026-08-20 14:52:21,172.25.232.1,e6:db:ae:f4:fe:62,172.25.239.47,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.248.1,e6:db:ae:f4:fe:62,172.25.254.47,00:00:00:00:00:00,request,0
2026-08-20 14:52:30,172.25.185.249,8a:11:d8:5e:80:8e,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,172.25.216.1,e6:db:ae:f4:fe:62,172.25.221.78,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.232.1,e6:db:ae:f4:fe:62,172.25.232.87,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,0.0.0.0,9e:f1:13:0e:c9:1a,172.25.255.149,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:21,172.25.240.1,e6:db:ae:f4:fe:62,172.25.242.156,00:00:00:00:00:00,request,0
2026-08-20 14:52:27,172.25.240.1,e6:db:ae:f4:fe:62,172.25.241.136,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,172.25.208.1,e6:db:ae:f4:fe:62,172.25.215.50,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.162,00:00:00:00:00:00,request,0
2026-08-20 14:52:23,172.25.233.72,ea:62:23:8d:e6:de,172.25.232.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.229.113,f8:54:f6:93:87:4f,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.248.1,e6:db:ae:f4:fe:62,172.25.251.123,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,172.25.227.155,50:c2:e8:98:03:b1,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:19,172.25.242.50,8c:f8:c5:fd:3e:0a,172.25.242.50,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.224.1,e6:db:ae:f4:fe:62,172.25.225.80,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.208.1,e6:db:ae:f4:fe:62,172.25.211.107,00:00:00:00:00:00,request,0
2026-08-20 14:52:23,172.25.241.145,16:04:74:8e:86:8f,172.25.240.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:14,172.25.232.1,e6:db:ae:f4:fe:62,172.25.237.239,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.228.75,50:5a:65:e8:2f:17,172.25.228.5,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.241.106,60:e9:aa:e3:3b:43,172.25.240.31,00:00:00:00:00:00,request,0
2026-08-20 14:52:15,172.25.240.1,e6:db:ae:f4:fe:62,172.25.240.185,00:00:00:00:00:00,request,0
2026-08-20 14:52:10,172.25.219.39,12:d4:0f:7c:68:98,172.25.219.39,00:00:00:00:00:00,request,0
2026-08-20 14:52:28,172.25.220.227,44:f7:9f:7d:da:5d,172.25.221.214,00:00:00:00:00:00,request,0
2026-08-20 14:52:18,172.25.248.1,e6:db:ae:f4:fe:62,172.25.255.191,00:00:00:00:00:00,request,0
2026-08-20 14:52:26,172.25.253.46,a8:d9:e6:50:84:90,172.25.248.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:10,172.25.224.1,e6:db:ae:f4:fe:62,172.25.230.170,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,172.25.248.1,e6:db:ae:f4:fe:62,172.25.254.243,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.216.1,e6:db:ae:f4:fe:62,172.25.218.170,00:00:00:00:00:00,request,0
2026-08-20 14:52:17,172.25.228.50,50:2f:bb:22:94:f5,172.25.228.50,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:11,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.189,00:00:00:00:00:00,request,0
2026-08-20 14:52:28,172.25.228.174,c0:35:32:0c:ce:37,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.191.84,a8:c5:6f:ea:82:a7,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:11,172.25.216.1,e6:db:ae:f4:fe:62,172.25.223.93,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.233.242,b4:57:e6:38:8f:eb,172.25.232.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,172.25.188.79,44:fe:ef:99:a9:59,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.230.22,dc:a2:66:1b:32:4b,172.25.224.72,00:00:00:00:00:00,request,0
2026-08-20 14:52:18,172.25.247.107,a8:e2:91:93:a8:b6,172.25.246.123,00:00:00:00:00:00,request,0
2026-08-20 14:52:30,172.25.251.192,a0:5f:7a:70:5a:54,172.25.252.20,00:00:00:00:00:00,reply,1
2026-08-20 14:52:29,172.25.210.39,a0:d3:65:e7:d6:0f,172.25.208.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:12,172.25.216.1,e6:db:ae:f4:fe:62,172.25.216.29,00:00:00:00:00:00,request,0
2026-08-20 14:52:07,172.25.208.1,e6:db:ae:f4:fe:62,172.25.214.6,00:00:00:00:00:00,request,0
2026-08-20 14:52:23,172.25.216.150,7c:f0:e5:ec:2e:0b,172.25.216.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:24,172.25.216.1,e6:db:ae:f4:fe:62,172.25.218.201,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.254.37,ca:94:4e:dc:fb:db,172.25.248.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:10,172.25.208.1,e6:db:ae:f4:fe:62,172.25.208.253,00:00:00:00:00:00,request,0
2026-08-20 14:52:08,172.25.216.1,e6:db:ae:f4:fe:62,172.25.223.104,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.212.222,1e:30:86:da:0a:52,172.25.212.222,00:00:00:00:00:00,request,0
2026-08-20 14:52:27,172.25.240.1,80:45:b6:81:6d:4d,172.25.247.185,00:00:00:00:00:00,reply,1
2026-08-20 14:52:30,172.25.221.167,a8:41:f4:c1:6a:07,172.25.216.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.248.1,e6:db:ae:f4:fe:62,172.25.249.252,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.240.1,0f:e9:d2:80:c0:7e,172.25.246.221,00:00:00:00:00:00,reply,1
2026-08-20 14:52:16,172.25.211.104,5c:b4:7e:6d:21:da,172.25.208.176,00:00:00:00:00:00,request,0
2026-08-20 14:52:30,172.25.254.37,ec:4b:b3:23:8d:d0,172.25.248.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:10,172.25.224.56,10:68:38:32:f6:2b,172.25.226.2,00:00:00:00:00:00,request,0
2026-08-20 14:52:30,172.25.227.157,52:02:88:9f:34:0f,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:30,172.25.248.1,e6:db:ae:f4:fe:62,172.25.250.84,00:00:00:00:00:00,request,0
2026-08-20 14:52:24,172.25.176.231,80:8f:97:56:68:a8,172.25.160.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:11,172.25.245.91,6f:2a:63:cf:da:58,172.25.240.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:20,172.25.208.1,e6:db:ae:f4:fe:62,172.25.210.61,00:00:00:00:00:00,request,0
2026-08-20 14:52:24,172.25.210.15,f4:4e:e3:9b:bf:e5,172.25.214.32,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.232.1,e6:db:ae:f4:fe:62,172.25.238.73,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.227.223,48:c4:61:72:7d:03,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:13,172.25.216.1,e6:db:ae:f4:fe:62,172.25.222.36,00:00:00:00:00:00,request,0
2026-08-20 14:52:10,172.25.240.1,e6:db:ae:f4:fe:62,172.25.247.46,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.208.1,e6:db:ae:f4:fe:62,172.25.208.103,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.232.1,e6:db:ae:f4:fe:62,172.25.239.51,00:00:00:00:00:00,request,0
2026-08-20 14:52:07,172.25.232.1,4a:08:64:09:7d:48,172.25.232.145,00:00:00:00:00:00,reply,1
2026-08-20 14:52:19,172.25.211.43,aa:ce:aa:ab:11:7d,172.25.208.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:11,172.25.226.211,40:d1:33:eb:89:6c,172.25.224.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:15,172.25.208.1,55:d6:95:d2:6f:58,172.25.215.67,00:00:00:00:00:00,reply,1
2026-08-20 14:52:28,172.25.231.124,49:5f:f6:70:52:98,172.25.224.1,ff:ff:ff:ff:ff:ff,reply,1
2026-08-20 14:52:26,172.25.216.1,e6:db:ae:f4:fe:62,172.25.220.146,00:00:00:00:00:00,request,0
2026-08-20 14:52:14,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.162,00:00:00:00:00:00,request,0
2026-08-20 14:52:20,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.201,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.240.1,e6:db:ae:f4:fe:62,172.25.247.101,00:00:00:00:00:00,request,0
2026-08-20 14:52:22,172.25.246.138,e4:c7:67:e7:5a:5e,172.25.240.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:20,172.25.224.1,5b:0f:4d:77:61:a1,172.25.225.90,00:00:00:00:00:00,reply,1
2026-08-20 14:52:18,172.25.248.1,e6:db:ae:f4:fe:62,172.25.252.71,00:00:00:00:00:00,request,0
2026-08-20 14:52:23,172.25.164.124,e4:2b:dd:6c:3c:8b,172.25.160.1,00:00:00:00:00:00,reply,1
2026-08-20 14:52:27,172.25.232.1,e6:db:ae:f4:fe:62,172.25.233.231,00:00:00:00:00:00,request,0
2026-08-20 14:52:11,172.25.216.1,e6:db:ae:f4:fe:62,172.25.221.211,00:00:00:00:00:00,request,0
2026-08-20 14:52:24,172.25.243.84,50:2f:bb:25:ef:d9,172.25.243.84,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:09,172.25.254.198,76:48:b8:ff:db:83,172.25.254.198,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:27,172.25.216.1,e6:db:ae:f4:fe:62,172.25.219.66,00:00:00:00:00:00,request,0
2026-08-20 14:52:06,172.25.248.1,e6:db:ae:f4:fe:62,172.25.248.158,00:00:00:00:00:00,request,0
2026-08-20 14:52:09,172.25.225.226,50:5b:c2:59:05:2b,172.25.228.211,00:00:00:00:00:00,request,0
2026-08-20 14:52:17,172.25.224.1,e6:db:ae:f4:fe:62,172.25.229.235,00:00:00:00:00:00,request,0
2026-08-20 14:52:25,172.25.221.133,08:a5:c8:91:fc:24,172.25.218.248,00:00:00:00:00:00,request,0
2026-08-20 14:52:17,172.25.216.1,e6:db:ae:f4:fe:62,172.25.217.226,00:00:00:00:00:00,request,0
2026-08-20 14:52:16,172.25.216.1,e6:db:ae:f4:fe:62,172.25.222.36,00:00:00:00:00:00,request,0
2026-08-20 14:52:28,172.25.209.66,82:a5:3b:bc:7f:5d,172.25.208.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:29,172.25.216.1,e6:db:ae:f4:fe:62,172.25.222.49,00:00:00:00:00:00,request,0
2026-08-20 14:52:21,172.25.248.22,5c:ba:ef:aa:90:5f,172.25.248.1,00:00:00:00:00:00,request,0
2026-08-20 14:52:23,172.25.219.198,b9:26:67:5b:1e:c4,172.25.219.198,ff:ff:ff:ff:ff:ff,reply,1
2026-08-20 14:52:09,172.25.208.1,e6:db:ae:f4:fe:62,172.25.210.40,00:00:00:00:00:00,request,0
2026-08-20 14:52:17,172.25.240.1,34:37:10:cb:b4:8c,172.25.246.189,00:00:00:00:00:00,reply,1
2026-08-20 14:52:23,172.25.236.243,72:15:0d:27:ff:87,172.25.236.243,ff:ff:ff:ff:ff:ff,reply,0
2026-08-20 14:52:19,172.25.240.1,e6:db:ae:f4:fe:62,172.25.247.185,00:00:00:00:00:00,request,0
2026-08-20 14:52:20,172.25.217.208,b0:c2:c7:55:b2:a9,172.25.217.241,00:00:00:00:00:00,request,0
